Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO TIRADENTES PELOTAS;43000304;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Pública;"AV DUQUE DE CAXIAS 546, 546 FRAGATA. 96030-003 Pelotas - RS.";(53) 32812866;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;-31.75701;-52.37308
ESCOLA PARALISADA;EEI NOSSOS AMIGUINHOS;43001084;RS;Pelotas;Urbana;Não Informado;Privada;"RUA VOLUNTARIOS DA PATRIA, 1927. CENTRO. 96015-730 Pelotas - RS.";(53) 30256230;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI CRIANCA AMADA;43001165;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA DOMINGOS JOSE DE ALMEIDA, 1077 AREAL. 96085-470 Pelotas - RS.";(53) 30282009;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI MUNDO DO MICKEY;43001173;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA BALDOMERO TRAPAGA, 132 PORTO. 96075-540 Pelotas - RS.";(53) 32279908;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-31.77139;-52.32994
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI CHAPEUZINHO VERMELHO;43002145;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA BARAO DE SANTA TECLA, 621 CENTRO. 96010-140 Pelotas - RS.";(53) 81265782;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-31.76221;-52.34358
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEF TRES VENDAS;43003222;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DOUTOR BRUNO CHAVES, 300 TRES VENDAS. 96055-040 Pelotas - RS.";(53) 33216780;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;;-31.73153;-52.34641
ESCOLA PARALISADA;EEI PEQUENO PENSADOR;43003230;RS;Pelotas;Urbana;Não Informado;Privada;"AVENIDA DUQUE DE CAXIAS, FRAGATA. 96030-001 Pelotas - RS.";(53) 32712972;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI REINO AZUL;43003249;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA DUQUE DE CAXIAS, 336 70. FRAGATA. 96030-002 Pelotas - RS.";(53) 32784655;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-31.75871;-52.36329
ESCOLA PARALISADA;EEI JARDIM ENCANTADO;43003257;RS;Pelotas;Urbana;Não Informado;Privada;"RUA TIRADENTES, 2605 CENTRO. 96010-165 Pelotas - RS.";(53) 33027018;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;CRI NOVO SAPEQUINHA;43003265;RS;Pelotas;Urbana;Não Informado;Privada;"AVENIDA BENTO GONCALVES, 4149 CENTRO. 96015-140 Pelotas - RS.";(53) 33071000;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CEI ESPACO CRIANCA;43003273;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA QUINZE DE NOVEMBRO, 1076 CENTRO. 96015-000 Pelotas - RS.";(53) 32271007;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-31.7553;-52.3353
ESCOLA PARALISADA;EEI CURUMIM;43003281;RS;Pelotas;Urbana;Não Informado;Privada;"RUA ANDRADE NEVES, 2323 CENTRO. 96020-080 Pelotas - RS.";;Privada;Não Informado;Não;;;;;-31.76366;-52.33558
ESCOLA PARALISADA;EEI CARROSSEL ENCANTADO;43003290;RS;Pelotas;Urbana;Não Informado;Privada;"RUA SENADOR CRUZ JOBIM, AREAL. 96077-250 Pelotas - RS.";(53) 32285622;Privada;Não Informado;Não;;;;;-31.75507;-52.30366
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EI BABY SITTER PETELEKO;43003303;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SANTA CLARA, 587 TRES VENDAS. 96065-420 Pelotas - RS.";(53) 32274685;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA PARALISADA;EEI ALGODAO DOCE;43003311;RS;Pelotas;Urbana;Não Informado;Privada;"RUA CORONEL ALBERTO ROSA, 164 CENTRO. 96010-770 Pelotas - RS.";(53) 33072607;Privada;Não Informado;Não;;;;;-31.77846;-52.33921
ESCOLA PARALISADA;EEI TURMINHA DO PIU PIU;43003320;RS;Pelotas;Urbana;Não Informado;Privada;"RUA DOUTOR BENJAMIN GASTAL, 922 AREAL. 96080-470 Pelotas - RS.";(53) 84392494;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI KROCODILLO;43003338;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"PARQUE DOM ANTONIO ZATTERA, 175 CASA. CENTRO. 96015-180 Pelotas - RS.";(53) 32271627;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-31.76135;-52.33904
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI SONHO MEU;43003346;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA MARECHAL DEODORO, 965 CENTRO. 96020-220 Pelotas - RS.";(53) 30256167;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-31.76196;-52.34232
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI POUCA IDADE;43006000;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA PADRE ANCHIETA, 3790 CASA. CENTRO. 96020-000 Pelotas - RS.";(53) 32275306;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-31.75881;-52.33961
ESCOLA PARALISADA;EEI PA PI PUM;43006019;RS;Pelotas;Urbana;Não Informado;Privada;"RUA ELMUTH HARDT, 921 TRES VENDAS. 96070-340 Pelotas - RS.";;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EEI PRIMEIRA INFANCIA FELIZ;43006027;RS;Pelotas;Urbana;Não Informado;Privada;"RUA PROFESSOR DOUTOR ARAUJO, 1917 CENTRO. 96020-360 Pelotas - RS.";(53) 33050477;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EEI PEQUENO APRENDIZ;43006035;RS;Pelotas;Urbana;Não Informado;Privada;"RUA JOAO JACOB BAINY, 381 CASA 2. TRES VENDAS. 96065-340 Pelotas - RS.";(53) 981610987;Privada;Não Informado;Não;;;;;-31.72992;-52.35159
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI PEQUENA ESTRELA;43006043;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA ITALIA, AREAL. 96080-590 Pelotas - RS.";(53) 32280489;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-31.7465;-52.31923
ESCOLA PARALISADA;EEI PIMENTINHA;43006051;RS;Pelotas;Urbana;Não Informado;Privada;"RUA PADRE ANCHIETA, 1014 CENTRO. 96015-420 Pelotas - RS.";(53) 33055014;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI EXCELENCIA;43006060;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA GENERAL NETO, 1707 CENTRO. 96015-280 Pelotas - RS.";(53) 32289527;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-31.76221;-52.34335
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI ESPACO EDUCAR;43006078;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ALLAN KARDEC, 152 FRAGATA. 96030-250 Pelotas - RS.";(53) 30251826;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA PARALISADA;EEI CRISTA ARCA DE NOE;43006086;RS;Pelotas;Urbana;Não Informado;Privada;"RUA SANTA CRUZ, 1306 CENTRO. 96015-710 Pelotas - RS.";(53) 32773036;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI 101 DALMATAS;43006094;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA ARTUR DE SOUZA COSTA, 406 CASA. PORTO. 96075-520 Pelotas - RS.";(53) 33058591;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-31.77401;-52.32863
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI SONHO ENCANTADO;43006108;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"TRAVESSA JOSE NELCIMAR LAROQUE, 94 AREAL. 96085-310 Pelotas - RS.";(53) 32286033;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA PARALISADA;EEI SEMENTEIRA;43006302;RS;Pelotas;Urbana;Não Informado;Privada;"RUA IARA SILVA, 107 BLOCO 93. FRAGATA. 96040-330 Pelotas - RS.";(53) 84293986;Privada;Não Informado;Não;;;;;-31.74357;-52.36919
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;C R GIRASSOL;43006310;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA IARA SILVA, 333 GUABIROBA. FRAGATA. 96040-330 Pelotas - RS.";;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA PARALISADA;EEIEF TUKA JU MIRI;43007236;RS;Pelotas;Rural;Não Informado;Pública;"SEM INFORMACAO, 96140-000 Pelotas - RS.";(53) 984651420;Estadual;Não Informado;Não;;;;;;
ESCOLA PARALISADA;ESC EDUC PROF SENAC PELOTAS - CENTRO HISTORICO;43008941;RS;Pelotas;Urbana;Não Informado;Privada;"RUA GONCALVES CHAVES, 602 CENTRO. 96015-560 Pelotas - RS.";(53) 32256918;Privada;Não Informado;Não;;;;;-31.77042;-52.33857
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED COLONIA DE PESCADORES Z 3;43012396;RS;Pelotas;Rural;A escola não está em área de localização diferenciada;Pública;"AV RAPHAEL BRUSQUE 63 2 DISTRITO, 63 2 DISTRITO. COLONIA Z3. 96130-000 Pelotas - RS.";(53) 32270483;Estadual;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Ensino Médio;;;
ESCOLA PARALISADA;CRI BALAO MAGICO;43040438;RS;Pelotas;Urbana;Não Informado;Privada;"RUA VOLUNTARIOS DA PATRIA, 672 CENTRO. 96020-360 Pelotas - RS.";(53) 84060828;Privada;Não Informado;Não;;;;;-31.76396;-52.34684
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI CRESCER;43040551;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOSE PINTO MARTINS, 209 TRES VENDAS. 96020-350 Pelotas - RS.";(53) 33031854;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CR CRIANCA FELIZ;43040950;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA DOM ANTONIO ZATTERA, 91 PREDIO. VILA PRINCESA. 96072-110 Pelotas - RS.";(53) 981325822;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA PARALISADA;EEI ERA UMA VEZ;43040985;RS;Pelotas;Urbana;Não Informado;Privada;"RUA ARTHUR RAUBACH, 286 SITIO FLORESTA. 96070-510 Pelotas - RS.";(53) 984251334;Privada;Não Informado;Não;;;;;-31.69187;-52.35667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EI MONTESSORI;43041183;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA FERNANDO OSORIO, 4048 TRES VENDAS. 96070-740 Pelotas - RS.";(53) 32812222;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA PARALISADA;EEI PARAISO DOS BAIXINHOS;43043763;RS;Pelotas;Urbana;Não Informado;Privada;"AVENIDA VINTE E CINCO DE JULHO, 1203 SANTA TEREZINHA. TRES VENDAS. 96065-620 Pelotas - RS.";(53) 91358556;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EEI RAIOS DE SOL;43043771;RS;Pelotas;Urbana;Não Informado;Privada;"RUA ALMIRANTE BARROSO, 1555 CENTRO. 96010-330 Pelotas - RS.";(53) 30289010;Privada;Não Informado;Não;;;;;-31.77267;-52.33168
ESCOLA PARALISADA;EEI CRISTA RENASCER;43044123;RS;Pelotas;Urbana;Não Informado;Privada;"AVENIDA SENADOR SALGADO FILHO, 121 TRES VENDAS. 96055-740 Pelotas - RS.";(53) 32741112;Privada;Não Informado;Não;;;;;-31.7367;-52.32846
ESCOLA PARALISADA;EEI SEMENTINHA A GIRASSOL;43044182;RS;Pelotas;Urbana;Não Informado;Privada;"RUA QUINZE DE NOVEMBRO, 360 CENTRO. 96015-000 Pelotas - RS.";(53) 30275038;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI TURMINHA FELIZ;43044220;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOSE RIZZOLO, 1080 COHAB LINDOIA. 96065-760 Pelotas - RS.";(53) 991761168;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI UNIVERSO DA CRIANCA;43044271;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA DOUTOR LUIZ DE MORAES, 331 TRES VENDAS. 96060-230 Pelotas - RS.";(53) 32288533;Privada;Particular;Sim;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI UPIA;43044280;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA GENERAL OSORIO, 1165 CENTRO. 96020-000 Pelotas - RS.";(53) 33051608;Privada;Particular;Não;Em Tramitação;Até 50 matrículas de escolarização;Educação Infantil;;-31.75795;-52.33819
ESCOLA PARALISADA;EEI RECRIAR;43044301;RS;Pelotas;Urbana;Não Informado;Privada;"RUA GONCALVES CHAVES, 3448 CENTRO. 96015-560 Pelotas - RS.";;Privada;Não Informado;Não;;;;;-31.75604;-52.33285
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI ESPACO EDUCAR II;43044859;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ANTONIO DOS ANJOS, 331 CENTRO. 96020-700 Pelotas - RS.";(53) 33071826;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-31.75671;-52.33463
ESCOLA PARALISADA;EEI A HORA DO CONTO;43044905;RS;Pelotas;Urbana;Não Informado;Privada;"RUA NACOES UNIDAS, 45 TRES VENDAS. 96065-100 Pelotas - RS.";(53) 32272354;Privada;Não Informado;Não;;;;;;
ESCOLA EXCLUSIVA DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO;CAA DR DANILO ROLIM DE MOURA;43048307;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA GENERAL ARGOLO, 1801 CENTRO. 96015-560 Pelotas - RS.";(53) 32224711;Municipal;Não Informado;Não;Sim;Escola sem matrícula de escolarização;;Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEI BERNARDO DE SOUZA;43065260;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA PADRE ANCHIETA, 3553 CENTRO. 96015-420 Pelotas - RS.";(53) 32710037;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EMEF WALDEMAR DENZER;43065376;RS;Pelotas;Rural;Área remanescente de quilombos;Pública;"COLONIA ALIANCA, SN 4º DISTRITO. 96145-000 Pelotas - RS.";(53) 984217162;Municipal;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";Atividade Complementar;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EIR MAGIC PARK;43085245;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA PADRE ANCHIETA, 4100 CENTRO. 96015-420 Pelotas - RS.";(53) 30280068;Privada;Particular;Não;Em Tramitação;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA PARALISADA;EEI CACA TALENTOS;43085423;RS;Pelotas;Urbana;Não Informado;Privada;"RUA FRONTINO VIEIRA, 683 FRAGATA. 96040-700 Pelotas - RS.";(53) 84228513;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI TURMINHA DA TIA ADRI;43085431;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA SENADOR SALGADO FILHO, 676 COHAB TABLADA. 96055-740 Pelotas - RS.";(53) 984042628;Privada;Particular;Sim;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA PARALISADA;EEI FONTE DO SABER;43086209;RS;Pelotas;Urbana;Não Informado;Privada;"RUA PRESIDENTE EPITACIO DA SILVA PESSOA, 1288 FRAGATA. 96045-550 Pelotas - RS.";(53) 86658795;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EEI CRESCER E APRENDER;43086217;RS;Pelotas;Urbana;Não Informado;Privada;"RUA SANTOS DUMONT, 369 CENTRO. 96020-380 Pelotas - RS.";(53) 984810456;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI NOVA FLORESCER LTDA;43086225;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA CIPRIANO MASCARENHAS, 171 FRAGATA. 96030-590 Pelotas - RS.";(53) 30293383;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA PARALISADA;EEI TURMINHA TRA-LA-LA;43086233;RS;Pelotas;Urbana;Não Informado;Privada;"RUA SAO JORGE, 469 TRES VENDAS. 96065-500 Pelotas - RS.";(53) 30273645;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EEI TINDOLELE;43086250;RS;Pelotas;Urbana;Não Informado;Privada;"AVENIDA DOMINGOS JOSE DE ALMEIDA, 1211 AREAL. 96085-470 Pelotas - RS.";(53) 33027220;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI PEQUENO SONHADOR;43086276;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA GENERAL NETO, 347 CENTRO. 96015-280 Pelotas - RS.";(53) 30252880;Privada;Particular;Não;Em Tramitação;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA PARALISADA;CRI TURMINHA DA DINDA;43086314;RS;Pelotas;Urbana;Não Informado;Privada;"RUA SAO GERALDO, 144 SANTA TEREZINHA. 96065-480 Pelotas - RS.";(53) 84423298;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI TESOURINHO;43087140;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA JOSE MARIA GONCALVES, 699 SANGA FUNDA. 96070-450 Pelotas - RS.";(53) 32742540;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI JOANINHA SAPECA;43087167;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA QUINZE DE NOVEMBRO, 363 CENTRO. 96020-000 Pelotas - RS.";(53) 30271875;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI ARCO IRIS;43087388;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA DOMINGOS JOSE DE ALMEIDA, 2270 EXQUINA PADARIA DOCE. AREAL. 96085-470 Pelotas - RS.";(53) 84546392;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;Atividade Complementar;;
ESCOLA PARALISADA;EEI MUNDO FELIZ;43087736;RS;Pelotas;Urbana;Não Informado;Privada;"AVENIDA AMAZONAS, 564 LARANJAL. 96095-020 Pelotas - RS.";(53) 32269132;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EEI OLHINHOS CARINHOSOS;43087922;RS;Pelotas;Urbana;Não Informado;Privada;"AVENIDA BARAO DE CORRIENTES, 174 AREAL. 96085-040 Pelotas - RS.";(53) 84273964;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EEI RAIOS DE SOL I;43088775;RS;Pelotas;Urbana;Não Informado;Privada;"AVENIDA FERNANDO OSORIO, TRES VENDAS. 96065-110 Pelotas - RS.";(53) 30289010;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO GONZAGA;43100007;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"PRACA JOSE BONIFACIO, 166 ---. CENTRO. 96015-170 Pelotas - RS.";(53) 32849400;Privada;Particular;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-31.7634;-52.33885
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA DE ENSINO FUNDAMENTAL SANTA HELENA;43100015;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ANDRADE NEVES, 2929 CENTRO. 96020-080 Pelotas - RS.";(53) 32275754;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-31.75852;-52.33837
ESCOLA PARALISADA;COLEGIO ANGLICANO SANTA MARGARIDA;43100023;RS;Pelotas;Urbana;Não Informado;Privada;"RUA FELIX XAVIER DA CUNHA, CENTRO. 96010-000 Pelotas - RS.";(53) 32276277;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COLEGIO SAO JOSE;43100031;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA FELIX XAVIER DA CUNHA, 400 CENTRO. 96010-000 Pelotas - RS.";(53) 32258477;Privada;Filantrópica;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio";;-31.775265;-52.3420884
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;IFSUL - CAMPUS PELOTAS VISCONDE DA GRACA;43100058;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Pública;"AVENIDA ENGENHEIRO ILDEFONSO SIMOES LOPES, 2791 TRES VENDAS. 96060-290 Pelotas - RS.";(53) 33095550;Federal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Médio, Educação Profissional";;-31.71402;-52.31251
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEE PROFIS JOAO XXIII;43100066;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Pública;"R SETE DE SETEMBRO 201, 201 CENTRO. 96015-300 Pelotas - RS.";(53) 32226966;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Profissional;;-31.76866;-52.33961
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL ESTADUAL DOM JOAO BRAGA;43100074;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Pública;"R BENTO MARTINS 1656, 1656 CENTRO. 96010-430 Pelotas - RS.";(53) 32254269;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos";;-31.76863;-52.33324
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED MONSENHOR QUEIROZ;43100082;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Pública;"R DR MIGUEL BARCELOS 563, 563 CENTRO. 96015-150 Pelotas - RS.";(53) 32226655;Estadual;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Ensino Médio;;-31.76427;-52.33702
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESC EST ENS MED NOSSA SENHORA DE LOURDES;43100090;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Pública;"R GENERAL OSORIO 559, 559 CENTRO. 96020-000 Pelotas - RS.";(53) 32254870;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Médio;;-31.7702;-52.34446
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;COL MUNICIPAL PELOTENSE;43100104;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA MARCILIO DIAS, 1597 CENTRO. 96020-480 Pelotas - RS.";(53) 32258293;Municipal;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos";Atendimento Educacional Especializado;-31.75903;-52.34665
ESCOLA PARALISADA;EMEF ALMIRANTE TAMANDARE;43100139;RS;Pelotas;Rural;Não Informado;Pública;"COLONIA DONA JULIA, 4º DISTRITO. 96145-000 Pelotas - RS.";(53) 84544405;Municipal;Não Informado;Não;;;;;-31.40398;-52.46499
